,timestep,AEP,AP,ATSI,DAY,DEOK,DOM,DUQ,EKPC,MIDATL,NI
0,2020-01-01 05:00:00.000000,13332.0,5409.4,6651.0,1683.8,2670.9,10320.6,1367.9,1528.7,26798.9,9979.8
1,2020-01-01 06:00:00.000000,13110.8,5311.3,6458.1,1643.6,2620.0,10289.0,1344.2,1491.8,26166.4,9696.8
2,2020-01-01 07:00:00.000000,12925.2,5223.9,6298.7,1614.4,2558.4,10242.1,1308.5,1467.0,25680.1,9476.1
3,2020-01-01 08:00:00.000000,12884.9,5194.3,6233.3,1593.0,2528.4,10272.7,1299.1,1470.9,25463.6,9328.8
4,2020-01-01 09:00:00.000000,12905.0,5283.3,6272.3,1591.6,2526.4,10503.2,1301.5,1475.7,25698.3,9240.3
5,2020-01-01 10:00:00.000000,12937.9,5353.9,6356.0,1610.0,2560.8,10924.8,1324.9,1496.8,26354.4,9295.9
6,2020-01-01 11:00:00.000000,13158.4,5549.8,6451.6,1645.0,2615.0,11377.5,1350.6,1513.6,27171.6,9476.9
7,2020-01-01 12:00:00.000000,13493.7,5647.1,6600.2,1683.1,2660.0,11662.5,1378.3,1567.5,27738.9,9686.2
8,2020-01-01 13:00:00.000000,13629.6,5745.7,6597.6,1708.4,2685.4,11566.2,1391.0,1608.5,28168.1,9656.4
9,2020-01-01 14:00:00.000000,13866.3,5815.8,6731.8,1756.5,2735.7,11134.1,1424.7,1572.2,28588.6,9568.9
10,2020-01-01 15:00:00.000000,13996.6,5833.9,6838.4,1774.9,2720.9,10753.4,1447.4,1528.9,28834.4,9531.1
11,2020-01-01 16:00:00.000000,13940.4,5836.3,6869.3,1760.0,2680.9,10472.8,1454.1,1462.9,28896.4,9534.2
12,2020-01-01 17:00:00.000000,13715.6,5734.3,6825.9,1731.9,2645.7,10253.6,1445.0,1426.8,28931.6,9536.6
13,2020-01-01 18:00:00.000000,13349.1,5594.6,6743.8,1691.0,2584.0,9968.5,1448.2,1327.3,28889.7,9511.0
14,2020-01-01 19:00:00.000000,12999.7,5474.6,6648.1,1649.7,2533.3,9943.4,1435.9,1336.6,28846.3,9439.7
15,2020-01-01 20:00:00.000000,12948.4,5487.2,6626.0,1633.6,2518.9,10130.9,1418.2,1309.3,29246.8,9402.3
16,2020-01-01 21:00:00.000000,13212.8,5661.6,6772.7,1660.9,2561.8,10700.1,1444.0,1311.8,30813.3,9509.1
17,2020-01-01 22:00:00.000000,14109.5,6128.7,7247.8,1783.0,2762.7,11765.6,1547.0,1475.8,33399.3,10103.9
18,2020-01-01 23:00:00.000000,14499.7,6277.6,7424.0,1855.2,2903.1,12061.1,1564.1,1565.0,33765.9,10719.2
19,2020-01-02 00:00:00.000000,14632.5,6386.8,7399.5,1850.1,2915.5,12056.0,1565.8,1627.2,33710.9,10679.7
20,2020-01-02 01:00:00.000000,14814.6,6363.9,7303.1,1837.3,2907.9,12003.2,1547.1,1646.9,33344.1,10568.8
21,2020-01-02 02:00:00.000000,14680.3,6236.5,7147.7,1799.1,2838.1,11783.8,1505.9,1636.3,32377.0,10391.6
22,2020-01-02 03:00:00.000000,14260.8,6048.9,6884.9,1738.0,2728.1,11458.3,1445.4,1584.1,30824.9,10098.2
23,2020-01-02 04:00:00.000000,13870.8,5877.0,6564.3,1699.5,2625.3,11092.6,1376.6,1537.7,29460.7,9648.6
24,2020-01-02 05:00:00.000000,13665.0,5821.3,6378.8,1663.5,2547.9,10923.0,1325.2,1464.8,28486.9,9231.5
25,2020-01-02 06:00:00.000000,13611.5,5771.4,6260.8,1635.7,2501.0,10886.7,1311.2,1512.5,28110.6,8956.0
26,2020-01-02 07:00:00.000000,13623.1,5826.9,6209.3,1625.0,2492.2,11005.1,1303.0,1520.6,28089.0,8781.7
27,2020-01-02 08:00:00.000000,13750.4,5854.4,6258.1,1635.9,2507.5,11215.9,1305.7,1482.5,28362.4,8687.3
28,2020-01-02 09:00:00.000000,14093.9,6028.4,6369.2,1677.7,2568.8,11706.9,1338.9,1545.3,29367.4,8752.8
29,2020-01-02 10:00:00.000000,14777.1,6361.2,6667.8,1792.1,2721.0,12550.9,1404.1,1611.8,31607.1,9003.3
30,2020-01-02 11:00:00.000000,15641.3,6769.0,7249.1,1946.2,2916.0,13560.6,1505.0,1706.4,34890.6,9676.8
31,2020-01-02 12:00:00.000000,16509.8,7073.9,7790.5,2079.7,3074.3,13917.1,1588.4,1742.7,36617.1,10560.8
32,2020-01-02 13:00:00.000000,16451.7,7030.5,7859.7,2122.1,3103.3,13665.2,1587.2,1703.6,36093.3,11086.3
33,2020-01-02 14:00:00.000000,16222.0,6836.3,7949.4,2135.7,3134.9,12879.6,1618.4,1606.0,34633.6,11189.7
34,2020-01-02 15:00:00.000000,15986.4,6659.0,8038.3,2137.7,3149.0,12032.3,1627.6,1664.9,33313.1,11133.2
35,2020-01-02 16:00:00.000000,15550.0,6475.8,8025.8,2114.4,3135.4,11393.7,1623.3,1628.7,32501.4,11079.6
36,2020-01-02 17:00:00.000000,15317.2,6295.9,7977.6,2094.9,3104.2,11022.3,1625.5,1616.3,31762.2,11021.1
37,2020-01-02 18:00:00.000000,15088.8,6204.9,7889.7,2072.0,3113.0,10937.7,1589.3,1603.9,31497.0,10921.6
38,2020-01-02 19:00:00.000000,14917.6,6094.2,7773.3,2064.2,3088.2,10850.6,1568.6,1575.9,31427.8,10887.8
39,2020-01-02 20:00:00.000000,14803.6,5998.7,7706.8,2033.0,3064.0,10921.6,1555.8,1550.4,31588.5,10860.9
40,2020-01-02 21:00:00.000000,14923.5,6170.3,7781.9,2046.8,3070.0,11366.5,1566.3,1559.4,32969.4,10877.7
41,2020-01-02 22:00:00.000000,15499.3,6466.6,8106.4,2100.6,3150.4,12126.5,1632.6,1662.3,35284.9,11313.3
42,2020-01-02 23:00:00.000000,15593.7,6452.5,8118.1,2104.4,3144.4,12177.6,1625.0,1672.8,35276.2,11621.9
43,2020-01-03 00:00:00.000000,15355.9,6418.9,7984.9,2059.3,3085.4,11998.4,1593.6,1608.8,34666.6,11306.0
44,2020-01-03 01:00:00.000000,15063.0,6309.3,7858.1,2012.7,3017.7,11709.1,1553.8,1572.7,33688.8,11055.8
45,2020-01-03 02:00:00.000000,14624.4,6066.2,7588.6,1930.7,2914.6,11211.6,1502.0,1489.2,32152.9,10779.5
46,2020-01-03 03:00:00.000000,14042.4,5693.4,7167.4,1837.5,2742.8,10649.7,1423.4,1478.3,29890.3,10310.7
47,2020-01-03 04:00:00.000000,13438.3,5413.9,6771.5,1737.1,2592.2,10068.7,1334.7,1378.5,27838.4,9666.9
48,2020-01-03 05:00:00.000000,12909.2,5231.1,6496.1,1667.4,2467.0,9685.2,1269.0,1334.6,26274.2,9134.1
49,2020-01-03 06:00:00.000000,12722.1,5056.8,6350.7,1613.3,2387.1,9533.8,1252.9,1288.3,25388.5,8767.7
50,2020-01-03 07:00:00.000000,12586.6,5051.1,6184.7,1583.2,2310.6,9441.4,1230.2,1258.1,24955.1,8539.7
51,2020-01-03 08:00:00.000000,12512.8,5063.8,6168.5,1571.1,2302.5,9545.0,1209.2,1247.2,24942.7,8446.0
52,2020-01-03 09:00:00.000000,12687.4,5103.2,6304.7,1594.6,2351.4,9777.0,1239.7,1260.2,25559.3,8444.0
53,2020-01-03 10:00:00.000000,13117.4,5290.8,6604.9,1676.4,2462.1,10353.9,1309.7,1327.1,27294.2,8647.8
54,2020-01-03 11:00:00.000000,13997.2,5658.8,7109.2,1816.2,2650.8,11110.4,1400.0,1419.3,30092.8,9229.4
55,2020-01-03 12:00:00.000000,14513.2,5927.8,7527.0,1929.7,2801.4,11457.1,1474.7,1464.7,31874.3,10068.3
56,2020-01-03 13:00:00.000000,14704.1,5962.2,7717.6,1970.6,2842.9,11507.2,1510.8,1467.1,32165.4,10639.0
57,2020-01-03 14:00:00.000000,14775.6,5986.9,7756.7,1991.7,2875.9,11401.9,1526.2,1483.1,32228.3,10854.8
58,2020-01-03 15:00:00.000000,14879.1,6024.5,7814.7,2007.7,2917.8,11302.9,1560.7,1484.9,32131.1,11015.4
59,2020-01-03 16:00:00.000000,14824.0,6049.1,7843.5,2009.6,2933.9,11231.8,1567.2,1414.0,31930.4,11354.1
60,2020-01-03 17:00:00.000000,14829.3,6037.5,7831.6,2012.0,2943.7,11136.3,1558.0,1362.5,31684.0,11456.4
61,2020-01-03 18:00:00.000000,14740.3,5931.5,7835.1,2006.5,2933.6,11043.3,1541.3,1436.8,31709.9,11402.7
62,2020-01-03 19:00:00.000000,14539.5,5865.9,7799.5,1986.1,2916.4,11001.2,1526.7,1440.5,31470.2,11378.5
63,2020-01-03 20:00:00.000000,14476.3,5839.7,7643.4,1947.8,2875.0,11048.9,1531.5,1428.6,31459.1,11341.4
64,2020-01-03 21:00:00.000000,14491.7,5976.9,7669.5,1963.8,2887.7,11335.6,1529.7,1446.9,32383.1,11366.5
65,2020-01-03 22:00:00.000000,14897.3,6116.1,7915.0,2000.8,2967.8,11763.0,1583.7,1493.1,33555.0,11720.2
66,2020-01-03 23:00:00.000000,14850.0,6092.9,7855.8,1997.1,2953.6,11658.4,1559.3,1422.4,33056.4,11956.0
67,2020-01-04 00:00:00.000000,14624.8,6026.1,7738.2,1947.5,2883.9,11341.7,1532.0,1385.1,32278.1,11743.3
68,2020-01-04 01:00:00.000000,14334.8,5878.3,7584.6,1911.1,2828.8,10997.3,1509.1,1353.3,31375.8,11530.1
69,2020-01-04 02:00:00.000000,13946.6,5692.1,7372.3,1858.6,2759.7,10597.2,1455.4,1390.4,30179.2,11265.3
70,2020-01-04 03:00:00.000000,13339.7,5456.0,7086.6,1772.6,2670.3,10087.7,1378.2,1339.8,28482.9,10903.8
71,2020-01-04 04:00:00.000000,12633.5,5155.5,6699.0,1677.6,2545.7,9590.5,1306.2,1302.8,26669.0,10397.9
72,2020-01-04 05:00:00.000000,12129.4,4977.0,6393.6,1596.8,2424.0,9108.6,1253.4,1230.8,25170.4,9863.0
73,2020-01-04 06:00:00.000000,11814.0,4796.5,6280.9,1543.8,2350.7,8776.0,1205.6,1212.2,24275.3,9456.1
74,2020-01-04 07:00:00.000000,11630.5,4723.7,6194.9,1516.5,2307.9,8588.7,1163.3,1168.0,23664.0,9234.8
75,2020-01-04 08:00:00.000000,11458.6,4718.0,6129.1,1505.1,2294.0,8619.9,1152.5,1180.0,23373.5,9084.9
76,2020-01-04 09:00:00.000000,11557.9,4906.7,6144.0,1521.9,2304.7,8516.4,1160.3,1181.1,23444.2,9082.5
77,2020-01-04 10:00:00.000000,11774.7,4999.6,6287.5,1562.9,2358.0,8688.6,1194.9,1237.0,23996.7,9164.2
78,2020-01-04 11:00:00.000000,12167.5,5124.8,6498.2,1627.6,2465.2,9070.8,1240.7,1302.1,24970.7,9417.8
79,2020-01-04 12:00:00.000000,12652.2,5312.7,6749.8,1705.7,2581.3,9435.6,1289.6,1365.3,26137.8,9783.1
80,2020-01-04 13:00:00.000000,13014.4,5465.0,6938.1,1777.6,2693.0,9861.4,1321.9,1446.9,27261.1,10119.7
81,2020-01-04 14:00:00.000000,13396.6,5498.2,7142.1,1840.1,2798.4,10293.7,1373.4,1530.7,28314.4,10330.3
82,2020-01-04 15:00:00.000000,13752.8,5534.9,7337.7,1888.9,2892.2,10427.6,1419.8,1630.9,28972.0,10537.3
83,2020-01-04 16:00:00.000000,13982.0,5663.8,7419.6,1916.7,2931.6,10370.1,1426.0,1670.0,29096.5,10681.8
84,2020-01-04 17:00:00.000000,13996.0,5657.9,7463.2,1924.4,2950.9,10255.5,1434.7,1676.4,28864.8,10726.8
85,2020-01-04 18:00:00.000000,14006.8,5635.5,7481.9,1923.0,2996.8,10112.3,1434.8,1637.4,28573.3,10802.2
86,2020-01-04 19:00:00.000000,13950.1,5744.4,7465.5,1914.2,3007.3,9905.9,1443.9,1622.3,28289.9,10702.8
87,2020-01-04 20:00:00.000000,14123.2,5710.8,7439.1,1910.8,2998.4,9962.3,1439.9,1678.2,28413.6,10667.8
88,2020-01-04 21:00:00.000000,14412.8,5895.8,7589.7,1945.6,3054.1,10302.4,1476.0,1740.5,29426.4,10665.7
89,2020-01-04 22:00:00.000000,15013.5,6017.8,7865.0,2028.5,3158.9,10932.1,1535.2,1823.0,30826.9,11078.6
90,2020-01-04 23:00:00.000000,15257.6,6119.2,7791.9,2041.1,3207.4,10940.4,1548.7,1855.2,30801.3,11429.9
91,2020-01-05 00:00:00.000000,15179.5,6200.9,7699.5,2003.8,3165.6,10757.3,1535.9,1836.7,30323.2,11332.3
92,2020-01-05 01:00:00.000000,15100.2,6112.3,7613.7,1979.6,3152.2,10668.4,1510.8,1835.4,29974.8,11207.4
93,2020-01-05 02:00:00.000000,14848.4,6027.0,7459.1,1940.5,3062.2,10461.0,1480.2,1812.1,29305.0,11057.4
94,2020-01-05 03:00:00.000000,14525.5,5894.0,7246.2,1876.2,2973.3,10255.7,1429.3,1788.0,28276.8,10754.8
95,2020-01-05 04:00:00.000000,14033.4,5694.7,6942.3,1807.2,2851.5,9942.8,1351.8,1712.6,27096.5,10380.9
96,2020-01-05 05:00:00.000000,13708.2,5560.1,6650.8,1745.7,2738.7,9591.1,1302.4,1655.9,26046.9,9946.3
97,2020-01-05 06:00:00.000000,13477.0,5494.3,6515.1,1704.4,2657.0,9535.2,1274.4,1603.2,25332.2,9639.6
98,2020-01-05 07:00:00.000000,13401.7,5461.6,6446.5,1678.1,2603.2,9598.5,1265.5,1603.6,25024.4,9423.8
99,2020-01-05 08:00:00.000000,13361.5,5451.4,6388.8,1666.8,2586.2,9745.1,1262.3,1582.1,25065.4,9276.7
100,2020-01-05 09:00:00.000000,13420.9,5577.2,6382.1,1671.6,2584.3,10022.5,1265.7,1629.5,25350.5,9264.2
101,2020-01-05 10:00:00.000000,13598.2,5602.9,6476.8,1693.6,2633.3,10464.5,1275.0,1622.9,26149.8,9343.1
102,2020-01-05 11:00:00.000000,13913.5,5738.8,6600.6,1736.9,2708.7,11015.8,1309.4,1710.0,27263.6,9522.1
103,2020-01-05 12:00:00.000000,14365.9,5954.0,6794.7,1802.5,2809.4,11462.7,1355.6,1822.0,28343.5,9777.2
104,2020-01-05 13:00:00.000000,14701.1,6173.7,6936.5,1854.0,2877.1,11633.9,1401.0,1894.1,29183.1,9927.7
105,2020-01-05 14:00:00.000000,14886.7,6303.8,7137.1,1875.9,2918.9,11478.8,1446.9,1850.4,29599.9,10056.5
106,2020-01-05 15:00:00.000000,14854.2,6380.6,7267.1,1854.9,2891.8,11376.8,1466.5,1734.5,29778.2,10213.1
107,2020-01-05 16:00:00.000000,14715.3,6421.7,7383.8,1838.1,2851.7,11200.9,1486.3,1637.6,30146.2,10239.9
108,2020-01-05 17:00:00.000000,14542.3,6446.5,7460.3,1822.5,2819.4,11060.0,1506.3,1571.9,30300.5,10252.5
109,2020-01-05 18:00:00.000000,14289.3,6421.3,7457.7,1792.3,2774.0,10863.4,1512.8,1525.3,30309.2,10054.3
110,2020-01-05 19:00:00.000000,13972.4,6395.6,7361.0,1791.7,2734.4,10699.0,1522.0,1454.2,30459.9,9996.3
111,2020-01-05 20:00:00.000000,13860.4,6289.6,7437.6,1801.4,2713.6,10890.5,1520.2,1441.6,30898.0,10022.2
112,2020-01-05 21:00:00.000000,14269.0,6391.3,7647.0,1814.1,2759.5,11523.1,1545.8,1473.9,32307.3,10258.5
113,2020-01-05 22:00:00.000000,15100.5,6692.7,8027.9,1932.2,2948.1,12750.2,1621.1,1610.0,34441.1,10776.0
114,2020-01-05 23:00:00.000000,15667.3,6814.3,8064.3,2013.8,3081.1,13046.0,1636.0,1738.6,34789.3,11168.4
115,2020-01-06 00:00:00.000000,15669.7,6821.6,7952.5,1995.2,3086.0,13120.7,1602.0,1773.1,34549.9,11133.6
116,2020-01-06 01:00:00.000000,15575.4,6818.1,7856.6,1965.5,3044.2,13060.4,1598.0,1792.7,34189.1,11072.0
117,2020-01-06 02:00:00.000000,15149.5,6658.4,7567.9,1898.7,2933.8,12655.6,1551.8,1750.6,32894.3,10889.4
118,2020-01-06 03:00:00.000000,14621.7,6376.8,7204.4,1827.7,2777.4,12127.9,1463.8,1672.1,31120.7,10578.2
119,2020-01-06 04:00:00.000000,14124.6,6159.6,6940.4,1781.6,2663.2,11659.5,1367.9,1602.6,29393.8,10142.1
120,2020-01-06 05:00:00.000000,13816.8,5946.5,6692.4,1744.7,2581.8,11467.2,1321.9,1559.0,28222.2,9740.5
121,2020-01-06 06:00:00.000000,13600.3,5830.3,6493.4,1722.2,2574.3,11335.8,1289.4,1535.2,27558.3,9473.5
122,2020-01-06 07:00:00.000000,13514.3,5836.0,6460.1,1724.1,2552.3,11275.1,1267.9,1461.0,27253.5,9321.9
123,2020-01-06 08:00:00.000000,13635.6,5860.8,6551.3,1740.4,2589.3,11377.8,1280.7,1496.2,27342.2,9214.7
124,2020-01-06 09:00:00.000000,14047.5,5908.5,6717.3,1799.4,2691.7,11705.6,1295.2,1646.5,28136.1,9349.2
125,2020-01-06 10:00:00.000000,14871.7,6148.7,7140.5,1933.1,2887.9,12680.0,1365.7,1702.4,30203.1,9661.6
126,2020-01-06 11:00:00.000000,16161.9,6613.6,7785.8,2128.4,3180.8,13818.2,1477.5,1987.8,33347.2,10404.1
127,2020-01-06 12:00:00.000000,16925.3,6802.4,8302.2,2261.5,3377.0,14226.4,1569.7,2006.7,35097.1,11419.7
128,2020-01-06 13:00:00.000000,16810.1,6787.9,8330.5,2263.0,3367.3,13632.0,1592.1,1997.8,35025.5,11926.2
129,2020-01-06 14:00:00.000000,16357.4,6786.8,8334.9,2238.0,3326.5,12575.4,1599.5,1896.4,34262.3,11956.6
130,2020-01-06 15:00:00.000000,15980.7,6664.0,8308.7,2203.4,3282.0,11777.4,1606.6,1755.4,33181.4,11842.5
131,2020-01-06 16:00:00.000000,15503.1,6492.5,8163.7,2158.7,3194.7,11168.5,1596.2,1631.1,32060.6,11738.4
132,2020-01-06 17:00:00.000000,15174.1,6363.4,8083.3,2140.8,3146.9,10827.3,1573.4,1550.2,31638.5,11602.7
133,2020-01-06 18:00:00.000000,14906.6,6235.6,8017.4,2104.4,3086.4,10546.3,1565.2,1432.9,31302.2,11474.7
134,2020-01-06 19:00:00.000000,14553.7,6085.9,7832.5,2056.1,3010.2,10401.5,1537.9,1384.3,30758.2,11409.8
135,2020-01-06 20:00:00.000000,14346.9,6101.7,7781.8,2008.2,2956.4,10510.7,1521.5,1359.3,31006.3,11307.1
136,2020-01-06 21:00:00.000000,14612.1,6217.0,7872.1,2029.5,2975.4,11078.3,1544.4,1402.4,32396.2,11351.3
137,2020-01-06 22:00:00.000000,15413.2,6625.3,8280.3,2130.9,3122.5,12238.2,1633.9,1546.0,35015.5,11819.4
138,2020-01-06 23:00:00.000000,16171.7,6853.4,8501.5,2221.9,3270.6,12715.9,1651.9,1732.3,35536.7,12238.2
139,2020-01-07 00:00:00.000000,16356.6,6953.4,8420.4,2207.8,3268.7,12814.5,1637.0,1803.0,35241.5,12066.5
140,2020-01-07 01:00:00.000000,16265.0,6863.1,8280.4,2182.3,3244.6,12829.6,1618.7,1869.7,34626.5,11832.7
141,2020-01-07 02:00:00.000000,16017.4,6783.0,8047.9,2112.1,3157.9,12474.6,1568.0,1854.5,33349.8,11528.3
142,2020-01-07 03:00:00.000000,15487.8,6531.8,7714.1,2021.8,2996.4,12018.3,1482.5,1773.8,31373.9,11088.8
143,2020-01-07 04:00:00.000000,14943.0,6201.5,7394.5,1935.5,2859.2,11700.3,1398.5,1708.0,29551.0,10505.5
144,2020-01-07 05:00:00.000000,14636.2,6009.9,7144.8,1881.4,2763.9,11543.5,1333.7,1636.9,28299.4,9951.5
145,2020-01-07 06:00:00.000000,14440.0,5971.3,7026.8,1848.9,2709.3,11609.1,1320.6,1596.7,27808.9,9594.6
146,2020-01-07 07:00:00.000000,14423.9,5919.9,7015.2,1833.7,2677.5,11777.6,1302.9,1558.0,27690.3,9397.6
147,2020-01-07 08:00:00.000000,14455.4,5944.1,7000.7,1843.4,2672.6,11997.0,1302.4,1573.0,27934.0,9327.9
148,2020-01-07 09:00:00.000000,14712.5,6076.5,7189.6,1885.1,2738.0,12445.1,1345.0,1601.2,28884.4,9351.2
149,2020-01-07 10:00:00.000000,15378.3,6446.7,7470.0,2004.7,2908.0,13399.4,1429.4,1677.1,31134.4,9601.8
150,2020-01-07 11:00:00.000000,16423.4,6913.1,8055.9,2192.3,3169.3,14502.0,1533.1,1840.3,34470.7,10285.1
151,2020-01-07 12:00:00.000000,17245.7,7184.4,8464.3,2312.8,3317.0,14867.7,1623.5,1864.5,36265.2,11239.6
152,2020-01-07 13:00:00.000000,17265.7,7124.2,8471.6,2322.4,3317.5,14206.3,1664.9,1846.3,35768.8,11793.0
153,2020-01-07 14:00:00.000000,16928.2,7103.5,8473.2,2293.2,3258.7,13483.0,1677.9,1798.1,34521.3,11810.2
154,2020-01-07 15:00:00.000000,16534.6,7039.6,8394.3,2224.9,3156.1,13120.0,1685.1,1689.7,33464.8,11702.3
155,2020-01-07 16:00:00.000000,16160.3,7005.3,8224.6,2158.2,3046.3,13063.8,1705.1,1630.4,33311.6,11636.9
156,2020-01-07 17:00:00.000000,15897.3,6985.3,8115.2,2126.1,2991.3,13056.4,1693.6,1568.7,33245.1,11461.6
157,2020-01-07 18:00:00.000000,15573.3,6920.8,8023.3,2098.9,2958.7,13146.9,1647.8,1508.6,33484.9,11354.3
158,2020-01-07 19:00:00.000000,15246.2,6867.5,7854.5,2075.0,2912.6,13302.7,1620.5,1458.7,33899.0,11332.8
159,2020-01-07 20:00:00.000000,15046.4,6760.3,7819.8,2070.3,2903.1,13186.0,1595.6,1453.9,34587.6,11348.1
160,2020-01-07 21:00:00.000000,15245.8,6876.5,7952.6,2099.5,2944.1,13502.1,1604.2,1526.9,35985.6,11459.9
161,2020-01-07 22:00:00.000000,16032.5,7249.8,8326.0,2186.9,3097.0,14320.9,1679.9,1674.9,37760.1,11856.8
162,2020-01-07 23:00:00.000000,16619.2,7402.1,8460.5,2256.3,3231.7,14483.4,1702.9,1823.8,37739.1,12218.2
163,2020-01-08 00:00:00.000000,16653.8,7378.5,8410.2,2239.5,3239.6,14353.4,1695.4,1834.9,37099.7,12123.7
164,2020-01-08 01:00:00.000000,16602.8,7315.2,8246.9,2209.0,3197.8,14143.4,1671.0,1854.0,36190.9,11971.0
165,2020-01-08 02:00:00.000000,16167.2,7048.3,8016.2,2143.9,3115.2,13812.1,1601.4,1766.6,34717.6,11736.0
166,2020-01-08 03:00:00.000000,15601.9,6847.9,7620.5,2034.0,2960.9,13219.8,1510.1,1726.9,32579.5,11335.4
167,2020-01-08 04:00:00.000000,14958.6,6595.1,7300.8,1941.8,2809.5,12723.1,1439.8,1656.6,30880.4,10772.7
168,2020-01-08 05:00:00.000000,14468.1,6400.1,7107.5,1877.6,2698.0,12491.9,1391.6,1641.5,29736.7,10247.3
169,2020-01-08 06:00:00.000000,14286.9,6293.4,6993.5,1834.4,2636.0,12500.2,1348.4,1621.7,29238.7,9922.0
170,2020-01-08 07:00:00.000000,14235.4,6238.7,6920.1,1813.4,2602.4,12502.0,1327.7,1615.7,29104.9,9829.7
171,2020-01-08 08:00:00.000000,14235.2,6249.4,6875.6,1823.5,2617.4,12647.2,1336.2,1643.1,29290.0,9792.0
172,2020-01-08 09:00:00.000000,14615.9,6382.9,7054.0,1870.0,2679.9,12941.3,1366.9,1665.5,30085.0,9876.3
173,2020-01-08 10:00:00.000000,15460.5,6709.2,7335.2,2003.6,2873.0,13721.1,1441.4,1697.0,32167.7,10208.4
174,2020-01-08 11:00:00.000000,16695.2,7099.5,7900.7,2209.1,3167.4,14749.2,1543.5,1860.7,35216.1,10945.9
175,2020-01-08 12:00:00.000000,17462.9,7283.3,8456.1,2343.6,3346.6,15098.3,1634.6,1895.9,36852.6,11969.2
176,2020-01-08 13:00:00.000000,17341.4,7223.9,8505.8,2353.7,3350.2,14470.3,1661.7,1829.1,36698.9,12518.5
177,2020-01-08 14:00:00.000000,16911.9,7106.6,8522.5,2333.5,3302.3,13503.8,1676.6,1709.3,35701.1,12459.2
178,2020-01-08 15:00:00.000000,16565.9,7009.2,8614.5,2325.6,3269.0,12705.2,1672.5,1603.1,34458.8,12392.6
179,2020-01-08 16:00:00.000000,16231.5,6921.1,8644.4,2288.8,3219.9,12177.9,1698.3,1510.7,33512.5,12350.2
180,2020-01-08 17:00:00.000000,15922.9,6871.2,8652.1,2277.0,3171.3,11753.8,1704.1,1440.5,33148.7,12236.8
181,2020-01-08 18:00:00.000000,15867.2,6819.9,8617.1,2232.6,3122.0,11574.9,1691.1,1383.7,33214.1,12137.3
182,2020-01-08 19:00:00.000000,15506.2,6780.7,8473.9,2190.0,3069.6,11400.1,1691.5,1383.0,33236.2,12082.2
183,2020-01-08 20:00:00.000000,15372.4,6783.2,8422.6,2149.4,3034.8,11488.5,1675.7,1396.8,33938.7,12030.9
184,2020-01-08 21:00:00.000000,15642.8,7002.7,8610.9,2182.0,3066.2,12137.3,1700.0,1445.8,35687.3,12101.8
185,2020-01-08 22:00:00.000000,16436.3,7387.0,8945.3,2300.6,3241.1,13143.2,1768.4,1593.6,38257.9,12497.8
186,2020-01-08 23:00:00.000000,17211.4,7541.9,9123.8,2394.2,3410.1,13521.3,1795.5,1719.0,38688.4,12992.9
187,2020-01-09 00:00:00.000000,17177.5,7553.9,8977.1,2385.8,3420.0,13660.1,1783.8,1784.7,38405.6,12900.7
188,2020-01-09 01:00:00.000000,17128.8,7488.2,8865.2,2364.3,3401.8,13598.9,1753.3,1894.2,37690.8,12762.0
189,2020-01-09 02:00:00.000000,16872.6,7301.0,8604.2,2304.5,3308.5,13293.8,1686.7,1896.0,36409.5,12515.5
190,2020-01-09 03:00:00.000000,16245.1,6873.2,8264.5,2201.9,3138.0,12859.1,1598.5,1834.3,34331.3,12029.0
191,2020-01-09 04:00:00.000000,15688.1,6619.3,7984.6,2116.5,3021.8,12530.6,1544.9,1789.7,32585.3,11421.1
192,2020-01-09 05:00:00.000000,15357.3,6502.5,7800.6,2065.3,2946.6,12341.2,1488.6,1762.6,31423.2,10809.7
193,2020-01-09 06:00:00.000000,15271.1,6425.5,7636.3,2031.4,2897.5,12411.2,1460.9,1722.3,30944.3,10420.1
194,2020-01-09 07:00:00.000000,15278.4,6437.5,7552.5,2011.5,2886.5,12534.2,1449.2,1734.4,30757.1,10204.3
195,2020-01-09 08:00:00.000000,15417.3,6500.7,7572.6,2020.1,2881.7,12838.8,1447.2,1793.1,31096.7,10080.5
196,2020-01-09 09:00:00.000000,15831.8,6729.6,7769.3,2067.2,2959.4,13408.8,1485.6,1822.0,32110.1,10060.4
197,2020-01-09 10:00:00.000000,16658.9,7064.6,8041.9,2186.4,3138.8,14280.0,1565.8,1920.3,34467.4,10295.0
198,2020-01-09 11:00:00.000000,18077.4,7629.4,8632.7,2373.2,3401.5,15394.5,1662.2,2108.4,37913.7,10918.4
199,2020-01-09 12:00:00.000000,18759.7,7838.4,9068.4,2488.9,3567.8,15829.5,1757.5,2141.2,39576.7,11825.5
200,2020-01-09 13:00:00.000000,18434.8,7686.1,9072.5,2472.7,3526.9,15366.2,1772.8,2053.0,38759.2,12286.4
201,2020-01-09 14:00:00.000000,17703.1,7418.1,9005.0,2398.5,3436.6,14433.0,1777.3,1903.9,37193.3,12322.6
202,2020-01-09 15:00:00.000000,17029.1,7179.3,8936.0,2336.3,3328.0,13530.5,1746.7,1754.7,35822.9,12357.2
203,2020-01-09 16:00:00.000000,16279.4,6863.5,8786.2,2278.5,3221.9,12921.4,1733.4,1642.7,34971.2,12345.6
204,2020-01-09 17:00:00.000000,15816.9,6659.1,8644.0,2235.8,3104.9,12420.3,1690.9,1539.4,33962.8,12272.5
